"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:1904867","GO:1904867","protein localization to Cajal body","8/778","12/18986",0.666666666666667,16.2690659811482,10.9367333478651,3.28220750889297e-09,5.94780613140653e-08,5.09018895732762e-08,"10575/10574/51574/6950/908/1736/10576/55135",8
"GO:1904872","GO:1904872","regulation of telomerase RNA localization to Cajal body","8/778","12/18986",0.666666666666667,16.2690659811482,10.9367333478651,3.28220750889297e-09,5.94780613140653e-08,5.09018895732762e-08,"5394/10575/10574/167227/6950/908/1736/10576",8
"GO:0015931","GO:0015931","nucleobase-containing compound transport","32/778","239/18986",0.133891213389121,3.26742747738542,7.29172771300264,3.76649151165435e-09,6.79242164879502e-08,5.81301893611541e-08,"1660/84230/4904/10657/55706/29957/6432/53371/29074/6428/3181/292/4686/23511/23279/11052/57122/3178/55110/9818/9688/6426/3837/79902/10189/9775/4927/81929/8570/23636/10212/10762",32
"GO:0044774","GO:0044774","mitotic DNA integrity checkpoint signaling","19/778","91/18986",0.208791208791209,5.09525692816181,8.09454382279475,3.94082575097796e-09,7.07264544634649e-08,6.05283712258001e-08,"63967/51514/4998/2177/11073/84142/9656/983/144455/1017/641/90381/55159/5347/146956/672/990/51512/29980",19
"GO:0070507","GO:0070507","regulation of microtubule cytoskeleton organization","26/778","166/18986",0.156626506024096,3.82225044135411,7.54924918870266,4.01960316450441e-09,7.17951129813157e-08,6.14429393315079e-08,"29899/163786/6491/1104/84722/3192/3925/79598/10460/79441/81930/79866/81624/55835/26586/221150/5347/9212/10615/220134/115106/22974/93323/23354/79187/23636",26
"GO:0051302","GO:0051302","regulation of cell division","28/778","190/18986",0.147368421052632,3.59631984846435,7.43474799836159,4.1616347951893e-09,7.3978012811627e-08,6.3311085731326e-08,"4904/259266/55143/3068/9928/1894/10399/10112/3619/79733/9585/144455/29127/11113/9493/641/9055/5347/9738/9212/146909/332/80179/990/6790/994/79187/23636",28
"GO:0046605","GO:0046605","regulation of centrosome cycle","15/778","56/18986",0.267857142857143,6.53667829599706,8.57693212697255,4.56836457608337e-09,8.08232462678636e-08,6.91693015136594e-08,"163786/6491/348654/7840/10733/4869/10432/55835/7517/899/22994/672/6790/284403/23636",15
"GO:0051382","GO:0051382","kinetochore assembly","9/778","17/18986",0.529411764705882,12.9195523967942,10.1630992401051,5.62899047158502e-09,9.91180256152211e-08,8.48261473746799e-08,"1063/1058/1062/64946/64105/387103/9735/9787/79003",9
"GO:0000380","GO:0000380","alternative mRNA splicing, via spliceosome","17/778","75/18986",0.226666666666667,5.5314824335904,8.12788709247417,6.94497805112024e-09,1.21716446313765e-07,1.04166090363973e-07,"1660/10657/6421/3192/7072/6434/27316/10084/4686/3178/58517/6426/6427/5725/11100/3191/4670",17
"GO:0050686","GO:0050686","negative regulation of mRNA processing","10/778","23/18986",0.434782608695652,10.610260422488,9.53255959101988,8.88040997382790e-09,1.54909207627568e-07,1.32572770637322e-07,"10772/6432/580/3181/27316/8241/3190/708/5725/11338",10
"GO:1904358","GO:1904358","positive regulation of telomere maintenance via telomere lengthening","11/778","29/18986",0.379310344827586,9.25653754099814,9.19763414639625,8.97205850165909e-09,1.55779973891597e-07,1.33317980673368e-07,"10575/10574/3184/6950/908/3181/1736/10576/3178/3320/55135",11
"GO:0000245","GO:0000245","spliceosomal complex assembly","19/778","96/18986",0.197916666666667,4.82987896315338,7.77622223091725,1.00532082054433e-08,1.73743639957962e-07,1.48691456644836e-07,"6635/10262/10772/58155/10946/6637/9879/6631/27336/4686/84811/6636/23450/6426/6632/6629/6628/11338/10291",19
"GO:0007131","GO:0007131","reciprocal meiotic recombination","15/778","60/18986",0.25,6.10089974293059,8.1800690908128,1.28309860063015e-08,2.19715920924419e-07,1.88034971169121e-07,"8438/2177/7155/4292/9319/25788/80010/10635/57697/5888/29893/146956/83990/5889/7153",15
"GO:0140527","GO:0140527","reciprocal homologous recombination","15/778","60/18986",0.25,6.10089974293059,8.1800690908128,1.28309860063015e-08,2.19715920924419e-07,1.88034971169121e-07,"8438/2177/7155/4292/9319/25788/80010/10635/57697/5888/29893/146956/83990/5889/7153",15
"GO:1990173","GO:1990173","protein localization to nucleoplasm","8/778","14/18986",0.571428571428571,13.9449136981271,10.015452973873,1.85043474324794e-08,3.13985131661116e-07,2.68711456734808e-07,"10575/10574/51574/6950/908/1736/10576/55135",8
"GO:2000105","GO:2000105","positive regulation of DNA-templated DNA replication","8/778","14/18986",0.571428571428571,13.9449136981271,10.015452973873,1.85043474324794e-08,3.13985131661116e-07,2.68711456734808e-07,"8317/10926/25792/79733/144455/1017/81620/80174",8
"GO:0007076","GO:0007076","mitotic chromosome condensation","9/778","19/18986",0.473684210526316,11.5595995129211,9.51894686439717,1.98627814126098e-08,3.3551023987906e-07,2.87132848712887e-07,"23397/10051/64151/8467/23310/113130/9918/5347/29781",9
"GO:0031055","GO:0031055","chromatin remodeling at centromere","7/778","10/18986",0.7,17.0825192802057,10.5151560388833,2.03516570086758e-08,3.39430101380329e-07,2.90487503401892e-07,"4678/55355/1058/387103/2491/55839/54069",7
"GO:0034080","GO:0034080","CENP-A containing chromatin assembly","7/778","10/18986",0.7,17.0825192802057,10.5151560388833,2.03516570086758e-08,3.39430101380329e-07,2.90487503401892e-07,"4678/55355/1058/387103/2491/55839/54069",7
"GO:0007064","GO:0007064","mitotic sister chromatid cohesion","11/778","31/18986",0.354838709677419,8.65934157061116,8.82214856163521,2.03676246207323e-08,3.39430101380329e-07,2.90487503401892e-07,"991/699/151648/10274/8243/157570/23137/113130/9126/23047/83903",11
"GO:0061640","GO:0061640","cytoskeleton-dependent cytokinesis","21/778","123/18986",0.170731707317073,4.16646811712333,7.28259686326785,2.66745435422453e-08,4.42560315747563e-07,3.78747320003343e-07,"128239/55143/3925/1058/1894/10112/54443/24137/3619/55165/9585/9700/29127/11113/26586/9493/5347/9212/332/9110/23636",21
"GO:0000731","GO:0000731","DNA synthesis involved in DNA repair","13/778","47/18986",0.276595744680851,6.7499316304764,8.15825103194705,3.21658496360473e-08,5.28965271768126e-07,4.52693501717615e-07,"7398/51514/10721/201973/5425/5422/6240/5426/5983/5427/9768/5111/5424",13
"GO:0010824","GO:0010824","regulation of centrosome duplication","13/778","47/18986",0.276595744680851,6.7499316304764,8.15825103194705,3.21658496360473e-08,5.28965271768126e-07,4.52693501717615e-07,"163786/6491/348654/7840/10733/4869/10432/55835/7517/899/22994/672/23636",13
"GO:0042273","GO:0042273","ribosomal large subunit biogenesis","15/778","64/18986",0.234375,5.71959350899743,7.81762870502279,3.30234528634221e-08,5.40686620785767e-07,4.62724743492549e-07,"10969/26155/6125/51154/80135/9045/166378/4869/55003/84154/81887/84549/6129/6130/23481",15
"GO:0032212","GO:0032212","positive regulation of telomere maintenance via telomerase","10/778","26/18986",0.384615384615385,9.3859996045086,8.84476547829916,3.68615700954565e-08,6.00891882822442e-07,5.14248978348474e-07,"10575/10574/3184/6950/908/1736/10576/3178/3320/55135",10
"GO:0006405","GO:0006405","RNA export from nucleus","18/778","95/18986",0.189473684210526,4.62383980516845,7.31926205338955,4.99570918500414e-08,8.1082532120089e-07,6.93912008077234e-07,"1660/10657/6428/3181/4686/23511/23279/11052/57122/3178/55110/9688/79902/10189/9775/4927/23636/10212",18
"GO:0033119","GO:0033119","negative regulation of RNA splicing","10/778","27/18986",0.37037037037037,9.0383699895268,8.63984870853171,5.64005934204007e-08,9.11443356010198e-07,7.80021877561705e-07,"10772/58155/6432/3181/27316/8241/3190/708/5725/11338",10
"GO:0044773","GO:0044773","mitotic DNA damage checkpoint signaling","17/778","87/18986",0.195402298850575,4.76851933930207,7.28240686292505,7.3030732648238e-08,1.17510226282704e-06,1.00566367326408e-06,"63967/51514/2177/11073/84142/9656/983/144455/1017/641/90381/55159/5347/146956/672/51512/29980",17
"GO:0006334","GO:0006334","nucleosome assembly","20/778","120/18986",0.166666666666667,4.06726649528706,6.96732702644142,8.64165083050812e-08,1.38451856438999e-06,1.1848841323963e-06,"4678/8520/4171/3148/8467/4869/25842/54107/6418/10541/6749/3014/23234/11198/11177/3021/83743/10036/55723/8208",20
"GO:0032467","GO:0032467","positive regulation of cytokinesis","13/778","51/18986",0.254901960784314,6.22052522808609,7.7166820963836,9.35685120528205e-08,1.49269767304777e-06,1.27746484066716e-06,"55143/9928/1894/3619/9585/29127/11113/9493/9212/332/990/994/23636",13
"GO:0000212","GO:0000212","meiotic spindle organization","9/778","22/18986",0.409090909090909,9.98329048843188,8.71456648270709,9.57144639576341e-08,1.51399192353325e-06,1.29568866240597e-06,"259266/26271/9700/221150/9133/7283/220134/10403/6790",9
"GO:0048025","GO:0048025","negative regulation of mRNA splicing, via spliceosome","9/778","22/18986",0.409090909090909,9.98329048843188,8.71456648270709,9.57144639576341e-08,1.51399192353325e-06,1.29568866240597e-06,"10772/6432/3181/27316/8241/3190/708/5725/11338",9
"GO:1902806","GO:1902806","regulation of cell cycle G1/S phase transition","28/778","220/18986",0.127272727272727,3.10591259640103,6.4942619712726,1.059627283564e-07,1.66902474664321e-06,1.42836722434676e-06,"1031/163786/6491/9928/6241/6599/86/2146/27085/9134/7465/6240/144455/11331/1017/55835/55159/29117/91607/6909/990/81610/5933/1869/6929/6597/51512/6598",28
"GO:0006301","GO:0006301","postreplication repair","11/778","36/18986",0.305555555555556,7.45665524135961,8.01527112865711,1.19778340673978e-07,1.87870817536118e-06,1.60781629343443e-06,"7398/51514/10721/201973/5425/7334/5427/9768/672/5111/5424",11
"GO:0010972","GO:0010972","negative regulation of G2/M transition of mitotic cell cycle","15/778","71/18986",0.211267605633803,5.15568992360332,7.2515878672951,1.44950971065606e-07,2.2640249999494e-06,1.93757409021851e-06,"63967/51514/4998/580/11073/84142/7465/983/641/90381/5347/9212/672/990/29980",15
"GO:0000956","GO:0000956","nuclear-transcribed mRNA catabolic process","20/778","124/18986",0.161290322580645,3.9360643502778,6.78026267204486,1.5110188776742e-07,2.34724156106929e-06,2.00879161330531e-06,"1660/4904/5394/51154/3192/9125/25904/4292/5393/3184/57472/167227/27161/4686/23404/28960/55110/11340/9775/57690",20
"GO:0046599","GO:0046599","regulation of centriole replication","9/778","23/18986",0.391304347826087,9.54923438023919,8.4801121514382,1.51536355804366e-07,2.34724156106929e-06,2.00879161330531e-06,"163786/6491/7840/10733/4869/10432/55835/672/23636",9
"GO:1903312","GO:1903312","negative regulation of mRNA metabolic process","18/778","103/18986",0.174757281553398,4.2647066164175,6.86738273116336,1.81463736158054e-07,2.7991906077604e-06,2.39557389838927e-06,"1660/4904/10772/3192/6432/580/3184/55132/3181/27316/8241/3190/3183/2521/708/1869/5725/11338",18
"GO:1902750","GO:1902750","negative regulation of cell cycle G2/M phase transition","15/778","73/18986",0.205479452054795,5.01443814487446,7.10346044182212,2.1351530353064e-07,3.28005196740692e-06,2.80709961540175e-06,"63967/51514/4998/580/11073/84142/7465/983/641/90381/5347/9212/672/990/29980",15
"GO:0044818","GO:0044818","mitotic G2/M transition checkpoint","13/778","55/18986",0.236363636363636,5.7681233933162,7.31991486154612,2.45003261561465e-07,3.74834907954488e-06,3.20787273010806e-06,"63967/51514/4998/580/11073/84142/983/641/90381/5347/672/990/29980",13
"GO:1903490","GO:1903490","positive regulation of mitotic cytokinesis","7/778","13/18986",0.538461538461538,13.140399446312,9.05108463469859,2.6114705325652e-07,3.97902836655751e-06,3.40529025406461e-06,"55143/1894/3619/9585/9212/332/23636",7
"GO:2000045","GO:2000045","regulation of G1/S transition of mitotic cell cycle","25/778","191/18986",0.130890052356021,3.19418834708408,6.29989628516234,2.95694534568038e-07,4.48710446155481e-06,3.8401065999743e-06,"1031/163786/6491/9928/6241/6599/86/2146/27085/9134/7465/6240/144455/1017/55835/55159/29117/91607/990/5933/1869/6929/6597/51512/6598",25
"GO:0031109","GO:0031109","microtubule polymerization or depolymerization","21/778","142/18986",0.147887323943662,3.60898294652232,6.45049201039046,3.37506300725978e-07,5.10085433445374e-06,4.36535956830745e-06,"11004/84722/3925/79441/26271/347240/81930/440145/81624/55835/26586/221150/9212/146909/7283/220134/115106/55125/22974/93323/23354",21
"GO:0045911","GO:0045911","positive regulation of DNA recombination","15/778","77/18986",0.194805194805195,4.75394785163423,6.82281025921488,4.44674970062408e-07,6.69343412597971e-06,5.72830447427592e-06,"142/8607/86/4292/7468/6502/22976/2187/10635/8914/2521/55135/79915/3276/10856",15
"GO:0043247","GO:0043247","telomere maintenance in response to DNA damage","10/778","33/18986",0.303030303030303,7.39502999143102,7.60019177764094,4.94807418135737e-07,7.41813691526389e-06,6.34851200186837e-06,"64858/8607/86/5499/1017/10445/328/65057/7515/10856",10
"GO:0019985","GO:0019985","translesion synthesis","9/778","26/18986",0.346153846153846,8.44739964405774,7.85481831402008,5.1860393971957e-07,7.74379402789262e-06,6.62721245073219e-06,"7398/51514/10721/201973/5425/5427/9768/5111/5424",9
"GO:0033120","GO:0033120","positive regulation of RNA splicing","12/778","50/18986",0.24,5.85686375321337,7.10821863207908,5.95415864799757e-07,8.85532837967129e-06,7.57847410219024e-06,"494115/5394/4691/6434/27316/5935/4686/10419/22938/6426/26528/11338",12
"GO:0051307","GO:0051307","meiotic chromosome separation","6/778","10/18986",0.6,14.6421593830334,8.91958729354488,8.46968793797135e-07,1.239895885194e-05,1.06111467045379e-05,"23397/7272/11130/9700/57082/29781",6
"GO:1902423","GO:1902423","regulation of attachment of mitotic spindle microtubules to kinetochore","6/778","10/18986",0.6,14.6421593830334,8.91958729354488,8.46968793797135e-07,1.239895885194e-05,1.06111467045379e-05,"3192/55143/3619/983/9212/332",6
"GO:1904869","GO:1904869","regulation of protein localization to Cajal body","6/778","10/18986",0.6,14.6421593830334,8.91958729354488,8.46968793797135e-07,1.239895885194e-05,1.06111467045379e-05,"10575/10574/51574/6950/908/10576",6
"GO:1904871","GO:1904871","positive regulation of protein localization to Cajal body","6/778","10/18986",0.6,14.6421593830334,8.91958729354488,8.46968793797135e-07,1.239895885194e-05,1.06111467045379e-05,"10575/10574/51574/6950/908/10576",6
"GO:1905168","GO:1905168","positive regulation of double-strand break repair via homologous recombination","11/778","43/18986",0.255813953488372,6.24278113230107,7.11435533673634,8.82000214296006e-07,1.28613546873711e-05,1.10068694506101e-05,"142/8607/86/6502/2187/10635/8914/2521/55135/3276/10856",11
"GO:0090235","GO:0090235","regulation of metaphase plate congression","7/778","15/18986",0.466666666666667,11.3883461868038,8.31976210457749,9.11158239221342e-07,1.31835415000514e-05,1.12825999838302e-05,"3192/55143/3619/983/9212/10615/332",7
"GO:0090306","GO:0090306","meiotic spindle assembly","7/778","15/18986",0.466666666666667,11.3883461868038,8.31976210457749,9.11158239221342e-07,1.31835415000514e-05,1.12825999838302e-05,"259266/26271/221150/9133/220134/10403/6790",7
"GO:0006337","GO:0006337","nucleosome disassembly","8/778","21/18986",0.380952380952381,9.29660913208471,7.86317300185959,9.70595750719151e-07,1.39355151439792e-05,1.19261461677434e-05,"6599/3159/6418/6749/11198/83743/6597/6598",8
"GO:1904666","GO:1904666","regulation of ubiquitin protein ligase activity","8/778","21/18986",0.380952380952381,9.29660913208471,7.86317300185959,9.70595750719151e-07,1.39355151439792e-05,1.19261461677434e-05,"991/6125/6201/4085/26271/5347/11065/27338",8
"GO:0002181","GO:0002181","cytoplasmic translation","22/778","165/18986",0.133333333333333,3.25381319622965,6.0103881421694,1.09885432907562e-06,1.57165640246716e-05,1.34503847095967e-05,"1660/8891/4904/6125/3192/6201/200916/9045/3184/10399/4736/6129/4686/6130/6187/6217/6209/6141/27335/6203/6193/8664",22
"GO:0048026","GO:0048026","positive regulation of mRNA splicing, via spliceosome","10/778","36/18986",0.277777777777778,6.7787774921451,7.17375586279107,1.21525709982521e-06,1.73150944795706e-05,1.4818422249777e-05,"494115/5394/4691/6434/27316/5935/4686/10419/22938/26528",10
"GO:1902412","GO:1902412","regulation of mitotic cytokinesis","7/778","16/18986",0.4375,10.6765745501285,8.00408974748838,1.56251261682946e-06,2.21781733788e-05,1.89802913431156e-05,"55143/1894/3619/9585/9212/332/23636",7
"GO:0007095","GO:0007095","mitotic G2 DNA damage checkpoint signaling","10/778","37/18986",0.27027027027027,6.59556728965469,7.04232094710052,1.60454655157714e-06,2.26885313524147e-05,1.94170605424108e-05,"63967/51514/11073/84142/983/641/90381/5347/672/29980",10
"GO:0033314","GO:0033314","mitotic DNA replication checkpoint signaling","6/778","11/18986",0.545454545454545,13.3110539845758,8.44237546284006,1.79855427175437e-06,2.5240613144583e-05,2.16011563702989e-05,"63967/4998/11073/90381/990/29980",6
"GO:0051987","GO:0051987","positive regulation of attachment of spindle microtubules to kinetochore","6/778","11/18986",0.545454545454545,13.3110539845758,8.44237546284006,1.79855427175437e-06,2.5240613144583e-05,2.16011563702989e-05,"3192/55143/891/3619/9212/332",6
"GO:0071478","GO:0071478","cellular response to radiation","23/778","185/18986",0.124324324324324,3.03396095324116,5.74648103449763,2.16203566910982e-06,3.02280118081909e-05,2.58694194983178e-05,"25896/142/26155/23028/64710/580/7520/1894/993/4869/63979/55872/3014/10635/1965/5888/641/9212/672/5111/5424/10856/2547",23
"GO:0032986","GO:0032986","protein-DNA complex disassembly","8/778","23/18986",0.347826086956522,8.48820833799039,7.42766471185652,2.17399007926474e-06,3.02817349473704e-05,2.59153962708896e-05,"6599/3159/6418/6749/11198/83743/6597/6598",8
"GO:0051653","GO:0051653","spindle localization","13/778","66/18986",0.196969696969697,4.80676949443016,6.40371446658874,2.2769068851548e-06,3.1480345934381e-05,2.6941178933508e-05,"29899/259266/1058/4085/54908/89958/9700/221150/5347/10615/3837/220134/10403",13
"GO:0070192","GO:0070192","chromosome organization involved in meiotic cell cycle","13/778","66/18986",0.196969696969697,4.80676949443016,6.40371446658874,2.2769068851548e-06,3.1480345934381e-05,2.6941178933508e-05,"55706/23397/2177/10051/4292/9319/9134/23310/9918/5888/29893/83990/29781",13
"GO:0050685","GO:0050685","positive regulation of mRNA processing","10/778","39/18986",0.256410256410256,6.2573330696724,6.79346816723978,2.71864706509949e-06,3.74491125240457e-05,3.20493060500173e-05,"494115/5394/4691/6434/27316/5935/4686/10419/22938/26528",10
"GO:0000288","GO:0000288","nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay","12/778","58/18986",0.206896551724138,5.04902047690808,6.38374577048716,3.23649132231145e-06,4.42557586307277e-05,3.78744984122432e-05,"1660/4904/3192/9125/25904/4292/3184/57472/167227/27161/28960/57690",12
"GO:0072698","GO:0072698","protein localization to microtubule cytoskeleton","12/778","58/18986",0.206896551724138,5.04902047690808,6.38374577048716,3.23649132231145e-06,4.42557586307277e-05,3.78744984122432e-05,"6491/3192/64770/7272/84131/9585/22994/10615/55125/81610/6790/23636",12
"GO:0007056","GO:0007056","spindle assembly involved in female meiosis","6/778","12/18986",0.5,12.2017994858612,8.02348317469931,3.47214948482256e-06,4.71328510067004e-05,4.03367413834888e-05,"26271/221150/9133/220134/10403/6790",6
"GO:1901993","GO:1901993","regulation of meiotic cell cycle phase transition","6/778","12/18986",0.5,12.2017994858612,8.02348317469931,3.47214948482256e-06,4.71328510067004e-05,4.03367413834888e-05,"993/995/7272/11130/57082/994",6
"GO:0051642","GO:0051642","centrosome localization","9/778","32/18986",0.28125,6.86351221079692,6.86193123853708,3.7311090945926e-06,5.02824196755025e-05,4.30321721531011e-05,"29899/259266/55171/4085/7430/9787/23224/29109/6790",9
"GO:0061842","GO:0061842","microtubule organizing center localization","9/778","32/18986",0.28125,6.86351221079692,6.86193123853708,3.7311090945926e-06,5.02824196755025e-05,4.30321721531011e-05,"29899/259266/55171/4085/7430/9787/23224/29109/6790",9
"GO:0045727","GO:0045727","positive regulation of translation","19/778","139/18986",0.136690647482014,3.33574374433615,5.71314775572287,4.04309599696159e-06,5.42909257433728e-05,4.64626897038184e-05,"1660/4904/10657/6125/3192/23178/3184/55132/4869/84300/5935/27161/1982/1984/9775/708/3276/8664/10600",19
"GO:0006312","GO:0006312","mitotic recombination","8/778","25/18986",0.32,7.80915167095116,7.04200566505136,4.4581833109728e-06,5.96501731177831e-05,5.10491844889736e-05,"348654/4292/25788/23137/7517/5888/5889/7515",8
"GO:0009124","GO:0009124","nucleoside monophosphate biosynthetic process","10/778","42/18986",0.238095238095238,5.81038070755294,6.4510770439388,5.62880145605281e-06,7.50313165956083e-05,6.42125131100064e-05,"8833/5471/1633/10606/5634/3251/5198/7083/6470/2618",10
"GO:0051293","GO:0051293","establishment of spindle localization","12/778","61/18986",0.19672131147541,4.80070799443719,6.14575799303576,5.64795070007124e-06,7.50313165956083e-05,6.42125131100064e-05,"29899/1058/4085/54908/89958/9700/221150/5347/10615/3837/220134/10403",12
"GO:0006144","GO:0006144","purine nucleobase metabolic process","7/778","19/18986",0.368421052631579,8.99079962116087,7.20330320338386,6.17783562378651e-06,8.1779646750337e-05,6.99877981268834e-05,"23028/8833/5471/10606/3251/6470/2618",7
"GO:0000470","GO:0000470","maturation of LSU-rRNA","8/778","26/18986",0.307692307692308,7.50879968360688,6.86487114974101,6.20910747597424e-06,8.18162830231962e-05,7.00191517970309e-05,"80135/55003/84154/81887/84549/6129/6130/23481",8
"GO:0007144","GO:0007144","female meiosis I","6/778","13/18986",0.461538461538462,11.2631995254103,7.65156763894667,6.22443728330772e-06,8.18162830231962e-05,7.00191517970309e-05,"9319/26271/9133/10403/6790/994",6
"GO:0046822","GO:0046822","regulation of nucleocytoplasmic transport","17/778","118/18986",0.144067796610169,3.51577273321424,5.66648120394545,6.29112776693708e-06,8.2402736680618e-05,7.05210444050011e-05,"1660/10657/580/1894/53371/8899/8241/5569/10541/983/11052/5501/64328/9818/3320/7531/10155",17
"GO:0090169","GO:0090169","regulation of spindle assembly","9/778","34/18986",0.264705882352941,6.4597761983971,6.58644019005864,6.48169316685714e-06,8.46019601114605e-05,7.24031606971344e-05,"29899/163786/6491/1104/3192/79598/55835/5347/10615",9
"GO:0051170","GO:0051170","import into nucleus","21/778","172/18986",0.122093023255814,2.97950917678006,5.39069983258052,7.88859704812239e-06,0.00010260673442732,8.78118174988133e-05,"55705/1894/53371/5569/23511/26953/983/57122/11331/3178/9818/3320/9688/3837/3838/79902/4927/1434/10155/23636/10762",21
"GO:0000387","GO:0000387","spliceosomal snRNP assembly","11/778","53/18986",0.207547169811321,5.06489789979143,6.12550411412473,8.04032812628218e-06,0.000104217169775734,8.91900433598919e-05,"6635/10772/6637/57819/8899/6631/6636/10419/50628/6632/6628",11
"GO:0000460","GO:0000460","maturation of 5.8S rRNA","9/778","35/18986",0.257142857142857,6.27521116415718,6.45686612812811,8.4100247630558e-06,0.00010863191155878,9.29682212925673e-05,"5394/80135/5393/23517/81887/84549/23404/11340/23481",9
"GO:0071479","GO:0071479","cellular response to ionizing radiation","13/778","75/18986",0.173333333333333,4.22995715509854,5.79340810759126,1.00350402096634e-05,0.000129175190009219,0.00011054935403386,"25896/23028/64710/580/7520/1894/63979/3014/10635/5888/641/672/2547",13
"GO:0006177","GO:0006177","GMP biosynthetic process","6/778","14/18986",0.428571428571429,10.4586852735953,7.31816524710125,1.05149229264781e-05,0.000133510909131098,0.000114259903622847,"8833/5471/10606/3251/5198/2618",6
"GO:0006287","GO:0006287","base-excision repair, gap-filling","6/778","14/18986",0.428571428571429,10.4586852735953,7.31816524710125,1.05149229264781e-05,0.000133510909131098,0.000114259903622847,"2237/5426/328/5111/5424/3978",6
"GO:0051177","GO:0051177","meiotic sister chromatid cohesion","6/778","14/18986",0.428571428571429,10.4586852735953,7.31816524710125,1.05149229264781e-05,0.000133510909131098,0.000114259903622847,"699/151246/8243/9126/701/5889",6
"GO:0060816","GO:0060816","random inactivation of X chromosome","6/778","14/18986",0.428571428571429,10.4586852735953,7.31816524710125,1.05149229264781e-05,0.000133510909131098,0.000114259903622847,"3930/3192/25792/3190/672/23512",6
"GO:0045943","GO:0045943","positive regulation of transcription by RNA polymerase I","9/778","36/18986",0.25,6.10089974293059,6.33224059692502,1.08082806507994e-05,0.00013677054803198,0.000117049533542109,"4691/55646/8467/7913/1663/25926/7343/6597/6598",9
"GO:0051781","GO:0051781","positive regulation of cell division","15/778","99/18986",0.151515151515152,3.69751499571551,5.56242222531756,1.17486189383587e-05,0.000148167548975989,0.000126803195156182,"4904/55143/3068/9928/1894/3619/9585/29127/11113/9493/9212/332/990/994/23636",15
"GO:0044380","GO:0044380","protein localization to cytoskeleton","12/778","66/18986",0.181818181818182,4.43701799485861,5.78172171648564,1.32280019501832e-05,0.000165648934907343,0.000141763931209211,"6491/3192/64770/7272/84131/9585/22994/10615/55125/81610/6790/23636",12
"GO:0009048","GO:0009048","dosage compensation by inactivation of X chromosome","7/778","21/18986",0.333333333333333,8.13453299057412,6.7618066970768,1.32678895090532e-05,0.000165648934907343,0.000141763931209211,"3930/3192/25792/3190/672/23512/23347",7
"GO:0009127","GO:0009127","purine nucleoside monophosphate biosynthetic process","7/778","21/18986",0.333333333333333,8.13453299057412,6.7618066970768,1.32678895090532e-05,0.000165648934907343,0.000141763931209211,"8833/5471/1633/10606/3251/5198/2618",7
"GO:0051294","GO:0051294","establishment of spindle orientation","10/778","46/18986",0.217391304347826,5.30513021124399,6.04281358472977,1.34428509863981e-05,0.00016727387577408,0.00014315457103059,"29899/1058/4085/54908/89958/221150/5347/10615/220134/10403",10
"GO:0006417","GO:0006417","regulation of translation","39/778","461/18986",0.0845986984815618,2.06451271127369,4.78284363687124,1.62381913154907e-05,0.000201385940799757,0.000172348000148678,"1660/4904/26135/10657/6125/3192/4691/7072/23178/9125/83939/25904/6059/3184/55132/1719/57472/4869/10399/84300/5935/27161/100127983/4686/5499/1982/5036/1965/1984/9775/57690/708/6470/3276/27335/6203/3609/8664/10600",39
"GO:0006997","GO:0006997","nucleus organization","19/778","153/18986",0.124183006535948,3.03051229060605,5.21261394677582,1.65472653255189e-05,0.000204539541258815,0.00017504688136267,"26135/1104/55706/3148/53371/8467/4001/6839/983/57122/1663/7443/9688/5347/3021/55135/81929/84823/23760",19
"GO:1901836","GO:1901836","regulation of transcription of nucleolar large rRNA by RNA polymerase I","6/778","15/18986",0.4,9.76143958868895,7.01681401069545,1.69174327179826e-05,0.000208425004409997,0.000178372097617083,"9191/4691/1663/25926/6597/6598",6
"GO:0006401","GO:0006401","RNA catabolic process","36/778","412/18986",0.087378640776699,2.13235330820875,4.80332328444634,1.71320089367479e-05,0.000210356486868046,0.000180025078642695,"1660/4904/26135/5394/51154/3192/9125/25904/4292/80335/5393/3184/55132/23517/57472/4869/167227/57819/8241/1736/10940/27161/4686/23404/2237/28960/1763/55110/11340/328/3183/2521/9775/57690/1869/8570",36
"GO:0006606","GO:0006606","protein import into nucleus","20/778","167/18986",0.119760479041916,2.92258670320028,5.15833894796118,1.71869082493314e-05,0.000210356486868046,0.000180025078642695,"55705/1894/53371/5569/23511/26953/983/57122/11331/9818/3320/9688/3837/3838/79902/4927/1434/10155/23636/10762",20
"GO:0045143","GO:0045143","homologous chromosome segregation","12/778","68/18986",0.176470588235294,4.30651746559806,5.64614001490881,1.81524660137362e-05,0.00022144822101071,0.000189517490029891,"55706/2177/4292/9232/9319/9134/11130/9700/57082/5347/29893/83990",12
"GO:0042255","GO:0042255","ribosome assembly","11/778","58/18986",0.189655172413793,4.62826877049907,5.7203823862978,1.99285737987403e-05,0.000242323667722142,0.000207382895522636,"6125/51154/7520/83939/4869/51116/64745/51081/708/6209/6193",11
"GO:0006356","GO:0006356","regulation of transcription by RNA polymerase I","10/778","48/18986",0.208333333333333,5.08408311910883,5.8561489138534,2.00286848972391e-05,0.000242750262082447,0.000207747979026387,"9191/4691/55646/8467/7913/1663/25926/7343/6597/6598",10
